,FPR,FNR
0,0.0,1.0
1,0.0,1.0
2,0.0,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,0.9978308026030369
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
11,0.0,1.0
12,0.0,0.9978308026030369
13,0.0,1.0
14,0.0,0.9978308026030369
15,0.0,1.0
16,0.0,1.0
17,0.0004389815627743635,0.9978308026030369
18,0.0,1.0
19,0.0,1.0
20,0.0004389815627743635,0.9978308026030369
21,0.0,1.0
22,0.0,1.0
23,0.0,1.0
24,0.0004389815627743635,0.9978308026030369
25,0.0,1.0
26,0.0004389815627743635,0.9978308026030369
27,0.0,1.0
28,0.0013169446883230904,0.9956616052060737
29,0.0,1.0
30,0.0,1.0
31,0.0013169446883230904,0.9956616052060737
32,0.0,1.0
33,0.0004389815627743635,0.9978308026030369
34,0.0004389815627743635,0.9978308026030369
35,0.0,1.0
36,0.0004389815627743635,0.9978308026030369
37,0.0,1.0
38,0.0004389815627743635,0.9978308026030369
39,0.0,1.0
40,0.0004389815627743635,0.9956616052060737
41,0.0004389815627743635,0.9978308026030369
42,0.0,1.0
43,0.0,1.0
44,0.0004389815627743635,0.9978308026030369
45,0.0004389815627743635,0.9978308026030369
46,0.0004389815627743635,0.9978308026030369
47,0.0,1.0
48,0.0,1.0
49,0.0,1.0
