,FPR,FNR
0,0.18305531167690958,0.49891540130151846
1,0.218612818261633,0.44468546637744033
2,0.26382791922739246,0.3774403470715835
3,0.12686567164179105,0.6073752711496746
4,0.21553994732221246,0.45336225596529284
5,0.16988586479367868,0.5227765726681128
6,0.2212467076382792,0.43817787418655096
7,0.2273924495171203,0.4229934924078091
8,0.20851624231782265,0.45770065075921906
9,0.22256365232660227,0.4360086767895879
10,0.16769095697980685,0.5357917570498916
11,0.19095697980684812,0.4837310195227766
12,0.21905179982440737,0.4403470715835141
13,0.22914837576821773,0.42516268980477223
14,0.2598770851624232,0.3926247288503254
15,0.2151009657594381,0.455531453362256
16,0.2515364354697103,0.40130151843817785
17,0.2247585601404741,0.4360086767895879
18,0.18568920105355574,0.48156182212581344
19,0.21817383669885865,0.43817787418655096
20,0.18349429323968394,0.4924078091106291
21,0.19666374012291485,0.48156182212581344
22,0.19183494293239683,0.48590021691973967
23,0.20368744512730466,0.47288503253796094
24,0.12291483757682177,0.6117136659436009
25,0.21641791044776118,0.44468546637744033
26,0.24846356453028973,0.40997830802603036
27,0.17295873573309922,0.5054229934924078
28,0.18788410886742757,0.4793926247288503
29,0.2647058823529412,0.39045553145336226
30,0.2598770851624232,0.3947939262472885
31,0.13432835820895522,0.6008676789587852
32,0.20632133450395082,0.46637744034707157
33,0.21597892888498682,0.455531453362256
34,0.24363476733977174,0.40997830802603036
35,0.2295873573309921,0.4316702819956616
36,0.2655838454784899,0.3796095444685466
37,0.1865671641791045,0.4880694143167028
38,0.21597892888498682,0.44251626898047725
39,0.2532923617208077,0.38611713665943603
40,0.28094820017559263,0.3644251626898048
41,0.15057067603160668,0.5683297180043384
42,0.2532923617208077,0.41431670281995664
43,0.15188762071992976,0.5574837310195228
44,0.23880597014925373,0.4164859002169197
45,0.2778753292361721,0.3752711496746204
46,0.19271290605794555,0.49023861171366595
47,0.2309043020193152,0.42516268980477223
48,0.1334503950834065,0.596529284164859
49,0.2598770851624232,0.39045553145336226
