,FPR,FNR
0,0.20851624231782265,0.5639913232104121
1,0.1189640035118525,0.7223427331887202
2,0.19798068481123793,0.5813449023861171
3,0.1360842844600527,0.6898047722342733
4,0.17822651448639157,0.6203904555314533
5,0.08911325724319578,0.7678958785249458
6,0.18788410886742757,0.5921908893709328
7,0.1839332748024583,0.613882863340564
8,0.1391571553994732,0.6919739696312365
9,0.16198419666374012,0.6594360086767896
10,0.13037752414398596,0.7006507592190889
11,0.16549604916593502,0.6572668112798264
12,0.2783143107989464,0.4511930585683297
13,0.1672519754170325,0.6464208242950108
14,0.10228270412642669,0.7483731019522777
15,0.10711150131694469,0.7396963123644251
16,0.15408252853380158,0.6702819956616052
17,0.16242317822651448,0.6572668112798264
18,0.17120280948200176,0.6420824295010846
19,0.1237928007023705,0.7093275488069414
20,0.11237928007023705,0.7310195227765727
21,0.1391571553994732,0.6941431670281996
22,0.12291483757682177,0.7180043383947939
23,0.21290605794556627,0.559652928416486
24,0.1369622475856014,0.6963123644251626
25,0.1057945566286216,0.7418655097613883
26,0.16769095697980685,0.648590021691974
27,0.19139596136962247,0.5943600867678959
28,0.2247585601404741,0.527114967462039
29,0.13301141352063214,0.702819956616052
30,0.21115013169446883,0.5553145336225597
31,0.17647058823529413,0.6355748373101953
32,0.1057945566286216,0.7396963123644251
33,0.10798946444249341,0.737527114967462
34,0.1584723441615452,0.665943600867679
35,0.2212467076382792,0.5379609544468547
36,0.13125548726953468,0.7006507592190889
37,0.1707638279192274,0.6550976138828634
38,0.1861281826163301,0.6052060737527115
39,0.0913081650570676,0.7722342733188721
40,0.050921861281826165,0.8611713665943601
41,0.16242317822651448,0.6529284164859002
42,0.14574187884108866,0.6767895878524945
43,0.16900790166812993,0.648590021691974
44,0.1900790166812994,0.6008676789587852
45,0.1694468832309043,0.6442516268980477
46,0.1575943810359965,0.6616052060737527
47,0.17032484635645304,0.6442516268980477
48,0.1453028972783143,0.6832971800433839
49,0.1488147497805092,0.6746203904555315
