,FPR,FNR
0,0.12115891132572432,0.6724511930585684
1,0.18525021949078138,0.5184381778741866
2,0.2247585601404741,0.45336225596529284
3,0.24187884108867427,0.44468546637744033
4,0.2309043020193152,0.45336225596529284
5,0.2177348551360843,0.4685466377440347
6,0.17032484635645304,0.5422993492407809
7,0.2067603160667252,0.4750542299349241
8,0.2151009657594381,0.4685466377440347
9,0.1900790166812994,0.5227765726681128
10,0.20017559262510976,0.4967462039045553
11,0.1527655838454785,0.5878524945770065
12,0.1804214223002634,0.5336225596529284
13,0.15978928884986832,0.5639913232104121
14,0.2853380158033363,0.3926247288503254
15,0.14398595258999122,0.6117136659436009
16,0.22519754170324846,0.45770065075921906
17,0.20149253731343283,0.4967462039045553
18,0.23485513608428446,0.44685466377440347
19,0.19666374012291485,0.5054229934924078
20,0.1984196663740123,0.5032537960954447
21,0.24495171202809482,0.44251626898047725
22,0.25065847234416155,0.44251626898047725
23,0.2067603160667252,0.48156182212581344
24,0.21685689201053557,0.46637744034707157
25,0.17120280948200176,0.5379609544468547
26,0.2115891132572432,0.47071583514099785
27,0.21202809482001755,0.4685466377440347
28,0.15978928884986832,0.5574837310195228
29,0.2221246707638279,0.4598698481561822
30,0.21553994732221246,0.4642082429501085
31,0.15978928884986832,0.5661605206073753
32,0.16681299385425813,0.5488069414316703
33,0.20368744512730466,0.4924078091106291
34,0.16681299385425813,0.5553145336225597
35,0.19798068481123793,0.5054229934924078
36,0.17866549604916593,0.5336225596529284
37,0.208955223880597,0.4750542299349241
38,0.17515364354697102,0.5314533622559653
39,0.2440737489025461,0.44468546637744033
40,0.14398595258999122,0.6073752711496746
41,0.19271290605794555,0.5206073752711496
42,0.22914837576821773,0.4490238611713666
43,0.1742756804214223,0.5401301518438177
44,0.17954345917471468,0.5336225596529284
45,0.18788410886742757,0.5206073752711496
46,0.20719929762949957,0.4750542299349241
47,0.24231782265144863,0.44468546637744033
48,0.20588235294117646,0.4793926247288503
49,0.20105355575065847,0.4967462039045553
