,FPR,FNR
0,0.24714661984196665,0.40997830802603036
1,0.12598770851624233,0.596529284164859
2,0.2655838454784899,0.3926247288503254
3,0.15100965759438104,0.5574837310195228
4,0.14837576821773485,0.561822125813449
5,0.22256365232660227,0.4403470715835141
6,0.15057067603160668,0.5531453362255966
7,0.16374012291483758,0.5249457700650759
8,0.12510974539069358,0.6073752711496746
9,0.25417032484635643,0.4078091106290672
10,0.10623353819139596,0.6442516268980477
11,0.16066725197541704,0.5379609544468547
12,0.13740122914837577,0.5921908893709328
13,0.286215978928885,0.36225596529284165
14,0.2642669007901668,0.3947939262472885
15,0.23266022827041263,0.43383947939262474
16,0.1826163301141352,0.49023861171366595
17,0.1791044776119403,0.4924078091106291
18,0.1611062335381914,0.5357917570498916
19,0.24451273046532046,0.42516268980477223
20,0.12247585601404741,0.6008676789587852
21,0.16066725197541704,0.527114967462039
22,0.22607550482879718,0.44251626898047725
23,0.09350307287093942,0.6898047722342733
24,0.25768217734855137,0.40563991323210413
25,0.26251097453906935,0.39913232104121477
26,0.2054433713784021,0.4685466377440347
27,0.14003511852502196,0.5770065075921909
28,0.1514486391571554,0.5574837310195228
29,0.1584723441615452,0.5379609544468547
30,0.20588235294117646,0.45770065075921906
31,0.2462686567164179,0.4164859002169197
32,0.2467076382791923,0.4121475054229935
33,0.1681299385425812,0.5184381778741866
34,0.21817383669885865,0.44685466377440347
35,0.3050921861281826,0.3383947939262473
36,0.13871817383669885,0.5748373101952278
37,0.22519754170324846,0.4490238611713666
38,0.14091308165057068,0.5748373101952278
39,0.14749780509218613,0.559652928416486
40,0.22783143107989465,0.43383947939262474
41,0.16374012291483758,0.5314533622559653
42,0.199297629499561,0.47288503253796094
43,0.25417032484635643,0.4078091106290672
44,0.13169446883230904,0.5900216919739696
45,0.15803336259877085,0.5401301518438177
46,0.18788410886742757,0.4837310195227766
47,0.1804214223002634,0.4945770065075922
48,0.11325724319578578,0.6247288503253796
49,0.18525021949078138,0.49023861171366595
